SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2012-2013,SUCSLUCS,REGION 12,KINDERGARTEN,FEMALE,  23 
2012-2013,SUCSLUCS,CARAGA,KINDERGARTEN,FEMALE, - 
2012-2013,SUCSLUCS,BARMM,KINDERGARTEN,FEMALE,  484 
2012-2013,SUCSLUCS,CAR,KINDERGARTEN,FEMALE,  18 
2012-2013,SUCSLUCS,NCR,KINDERGARTEN,FEMALE,  108 
2012-2013,SUCSLUCS,REGION 1,GRADE 1,MALE,  132 
2012-2013,SUCSLUCS,REGION 2,GRADE 1,MALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 1,MALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 1,MALE,  186 
2012-2013,SUCSLUCS,REGION 4B,GRADE 1,MALE,  86 
2012-2013,SUCSLUCS,REGION 5,GRADE 1,MALE,  91 
2012-2013,SUCSLUCS,REGION 6,GRADE 1,MALE,  198 
2012-2013,SUCSLUCS,REGION 7,GRADE 1,MALE,  61 
2012-2013,SUCSLUCS,REGION 8,GRADE 1,MALE,  31 
2012-2013,SUCSLUCS,REGION 9,GRADE 1,MALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 1,MALE,  40 
2012-2013,SUCSLUCS,REGION 11,GRADE 1,MALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 1,MALE,  59 
2012-2013,SUCSLUCS,CARAGA,GRADE 1,MALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 1,MALE,  179 
2012-2013,SUCSLUCS,CAR,GRADE 1,MALE,  42 
2012-2013,SUCSLUCS,NCR,GRADE 1,MALE,  61 
2012-2013,SUCSLUCS,REGION 1,GRADE 1,FEMALE,  151 
2012-2013,SUCSLUCS,REGION 2,GRADE 1,FEMALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 1,FEMALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 1,FEMALE,  211 
2012-2013,SUCSLUCS,REGION 4B,GRADE 1,FEMALE,  92 
2012-2013,SUCSLUCS,REGION 5,GRADE 1,FEMALE,  122 
2012-2013,SUCSLUCS,REGION 6,GRADE 1,FEMALE,  159 
2012-2013,SUCSLUCS,REGION 7,GRADE 1,FEMALE,  19 
2012-2013,SUCSLUCS,REGION 8,GRADE 1,FEMALE,  24 
2012-2013,SUCSLUCS,REGION 9,GRADE 1,FEMALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 1,FEMALE,  27 
2012-2013,SUCSLUCS,REGION 11,GRADE 1,FEMALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 1,FEMALE,  43 
2012-2013,SUCSLUCS,CARAGA,GRADE 1,FEMALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 1,FEMALE,  157 
2012-2013,SUCSLUCS,CAR,GRADE 1,FEMALE,  50 
2012-2013,SUCSLUCS,NCR,GRADE 1,FEMALE,  74 
2012-2013,SUCSLUCS,REGION 1,GRADE 2,MALE,  151 
2012-2013,SUCSLUCS,REGION 2,GRADE 2,MALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 2,MALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 2,MALE,  174 
2012-2013,SUCSLUCS,REGION 4B,GRADE 2,MALE,  77 
2012-2013,SUCSLUCS,REGION 5,GRADE 2,MALE,  127 
2012-2013,SUCSLUCS,REGION 6,GRADE 2,MALE,  205 
2012-2013,SUCSLUCS,REGION 7,GRADE 2,MALE,  32 
2012-2013,SUCSLUCS,REGION 8,GRADE 2,MALE,  44 
2012-2013,SUCSLUCS,REGION 9,GRADE 2,MALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 2,MALE,  42 
2012-2013,SUCSLUCS,REGION 11,GRADE 2,MALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 2,MALE,  75 
2012-2013,SUCSLUCS,CARAGA,GRADE 2,MALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 2,MALE,  150 
2012-2013,SUCSLUCS,CAR,GRADE 2,MALE,  37 
2012-2013,SUCSLUCS,NCR,GRADE 2,MALE,  65 
2012-2013,SUCSLUCS,REGION 1,GRADE 2,FEMALE,  174 
2012-2013,SUCSLUCS,REGION 2,GRADE 2,FEMALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 2,FEMALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 2,FEMALE,  194 
2012-2013,SUCSLUCS,REGION 4B,GRADE 2,FEMALE,  92 
2012-2013,SUCSLUCS,REGION 5,GRADE 2,FEMALE,  129 
2012-2013,SUCSLUCS,REGION 6,GRADE 2,FEMALE,  187 
2012-2013,SUCSLUCS,REGION 7,GRADE 2,FEMALE,  27 
2012-2013,SUCSLUCS,REGION 8,GRADE 2,FEMALE,  40 
2012-2013,SUCSLUCS,REGION 9,GRADE 2,FEMALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 2,FEMALE,  36 
2012-2013,SUCSLUCS,REGION 11,GRADE 2,FEMALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 2,FEMALE,  69 
2012-2013,SUCSLUCS,CARAGA,GRADE 2,FEMALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 2,FEMALE,  156 
2012-2013,SUCSLUCS,CAR,GRADE 2,FEMALE,  57 
2012-2013,SUCSLUCS,NCR,GRADE 2,FEMALE,  67 
2012-2013,SUCSLUCS,REGION 1,GRADE 3,MALE,  132 
2012-2013,SUCSLUCS,REGION 2,GRADE 3,MALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 3,MALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 3,MALE,  176 
2012-2013,SUCSLUCS,REGION 4B,GRADE 3,MALE,  74 
2012-2013,SUCSLUCS,REGION 5,GRADE 3,MALE,  99 
2012-2013,SUCSLUCS,REGION 6,GRADE 3,MALE,  205 
2012-2013,SUCSLUCS,REGION 7,GRADE 3,MALE,  26 
2012-2013,SUCSLUCS,REGION 8,GRADE 3,MALE,  44 
2012-2013,SUCSLUCS,REGION 9,GRADE 3,MALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 3,MALE,  34 
2012-2013,SUCSLUCS,REGION 11,GRADE 3,MALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 3,MALE,  54 
2012-2013,SUCSLUCS,CARAGA,GRADE 3,MALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 3,MALE,  131 
2012-2013,SUCSLUCS,CAR,GRADE 3,MALE,  45 
2012-2013,SUCSLUCS,NCR,GRADE 3,MALE,  56 
2012-2013,SUCSLUCS,REGION 1,GRADE 3,FEMALE,  185 
2012-2013,SUCSLUCS,REGION 2,GRADE 3,FEMALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 3,FEMALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 3,FEMALE,  203 
2012-2013,SUCSLUCS,REGION 4B,GRADE 3,FEMALE,  90 
2012-2013,SUCSLUCS,REGION 5,GRADE 3,FEMALE,  105 
2012-2013,SUCSLUCS,REGION 6,GRADE 3,FEMALE,  199 
2012-2013,SUCSLUCS,REGION 7,GRADE 3,FEMALE,  13 
2012-2013,SUCSLUCS,REGION 8,GRADE 3,FEMALE,  35 
2012-2013,SUCSLUCS,REGION 9,GRADE 3,FEMALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 3,FEMALE,  34 
2012-2013,SUCSLUCS,REGION 11,GRADE 3,FEMALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 3,FEMALE,  61 
2012-2013,SUCSLUCS,CARAGA,GRADE 3,FEMALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 3,FEMALE,  148 
2012-2013,SUCSLUCS,CAR,GRADE 3,FEMALE,  51 
2012-2013,SUCSLUCS,NCR,GRADE 3,FEMALE,  69 
2012-2013,SUCSLUCS,REGION 1,GRADE 4,MALE,  151 
2012-2013,SUCSLUCS,REGION 2,GRADE 4,MALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 4,MALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 4,MALE,  193 
2012-2013,SUCSLUCS,REGION 4B,GRADE 4,MALE,  80 
2012-2013,SUCSLUCS,REGION 5,GRADE 4,MALE,  109 
2012-2013,SUCSLUCS,REGION 6,GRADE 4,MALE,  180 
2012-2013,SUCSLUCS,REGION 7,GRADE 4,MALE,  29 
2012-2013,SUCSLUCS,REGION 8,GRADE 4,MALE,  47 
2012-2013,SUCSLUCS,REGION 9,GRADE 4,MALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 4,MALE,  35 
2012-2013,SUCSLUCS,REGION 11,GRADE 4,MALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 4,MALE,  56 
2012-2013,SUCSLUCS,CARAGA,GRADE 4,MALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 4,MALE,  126 
2012-2013,SUCSLUCS,CAR,GRADE 4,MALE,  36 
2012-2013,SUCSLUCS,NCR,GRADE 4,MALE,  67 
2012-2013,SUCSLUCS,REGION 1,GRADE 4,FEMALE,  159 
2012-2013,SUCSLUCS,REGION 2,GRADE 4,FEMALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 4,FEMALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 4,FEMALE,  191 
2012-2013,SUCSLUCS,REGION 4B,GRADE 4,FEMALE,  93 
2012-2013,SUCSLUCS,REGION 5,GRADE 4,FEMALE,  116 
2012-2013,SUCSLUCS,REGION 6,GRADE 4,FEMALE,  223 
2012-2013,SUCSLUCS,REGION 7,GRADE 4,FEMALE,  22 
2012-2013,SUCSLUCS,REGION 8,GRADE 4,FEMALE,  32 
2012-2013,SUCSLUCS,REGION 9,GRADE 4,FEMALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 4,FEMALE,  40 
2012-2013,SUCSLUCS,REGION 11,GRADE 4,FEMALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 4,FEMALE,  53 
2012-2013,SUCSLUCS,CARAGA,GRADE 4,FEMALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 4,FEMALE,  141 
2012-2013,SUCSLUCS,CAR,GRADE 4,FEMALE,  58 
2012-2013,SUCSLUCS,NCR,GRADE 4,FEMALE,  61 
2012-2013,SUCSLUCS,REGION 1,GRADE 5,MALE,  145 
2012-2013,SUCSLUCS,REGION 2,GRADE 5,MALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 5,MALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 5,MALE,  179 
2012-2013,SUCSLUCS,REGION 4B,GRADE 5,MALE,  85 
2012-2013,SUCSLUCS,REGION 5,GRADE 5,MALE,  102 
2012-2013,SUCSLUCS,REGION 6,GRADE 5,MALE,  217 
2012-2013,SUCSLUCS,REGION 7,GRADE 5,MALE,  19 
2012-2013,SUCSLUCS,REGION 8,GRADE 5,MALE,  40 
2012-2013,SUCSLUCS,REGION 9,GRADE 5,MALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 5,MALE,  35 
2012-2013,SUCSLUCS,REGION 11,GRADE 5,MALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 5,MALE,  53 
2012-2013,SUCSLUCS,CARAGA,GRADE 5,MALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 5,MALE,  120 
2012-2013,SUCSLUCS,CAR,GRADE 5,MALE,  51 
2012-2013,SUCSLUCS,NCR,GRADE 5,MALE,  64 
2012-2013,SUCSLUCS,REGION 1,GRADE 5,FEMALE,  145 
2012-2013,SUCSLUCS,REGION 2,GRADE 5,FEMALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 5,FEMALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 5,FEMALE,  158 
2012-2013,SUCSLUCS,REGION 4B,GRADE 5,FEMALE,  90 
2012-2013,SUCSLUCS,REGION 5,GRADE 5,FEMALE,  122 
2012-2013,SUCSLUCS,REGION 6,GRADE 5,FEMALE,  233 
2012-2013,SUCSLUCS,REGION 7,GRADE 5,FEMALE,  10 
2012-2013,SUCSLUCS,REGION 8,GRADE 5,FEMALE,  41 
2012-2013,SUCSLUCS,REGION 9,GRADE 5,FEMALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 5,FEMALE,  34 
2012-2013,SUCSLUCS,REGION 11,GRADE 5,FEMALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 5,FEMALE,  64 
2012-2013,SUCSLUCS,CARAGA,GRADE 5,FEMALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 5,FEMALE,  137 
2012-2013,SUCSLUCS,CAR,GRADE 5,FEMALE,  47 
2012-2013,SUCSLUCS,NCR,GRADE 5,FEMALE,  56 
2012-2013,SUCSLUCS,REGION 1,GRADE 6,MALE,  128 
2012-2013,SUCSLUCS,REGION 2,GRADE 6,MALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 6,MALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 6,MALE,  163 
2012-2013,SUCSLUCS,REGION 4B,GRADE 6,MALE,  75 
2012-2013,SUCSLUCS,REGION 5,GRADE 6,MALE,  97 
2012-2013,SUCSLUCS,REGION 6,GRADE 6,MALE,  207 
2012-2013,SUCSLUCS,REGION 7,GRADE 6,MALE,  17 
2012-2013,SUCSLUCS,REGION 8,GRADE 6,MALE,  40 
2012-2013,SUCSLUCS,REGION 9,GRADE 6,MALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 6,MALE,  36 
2012-2013,SUCSLUCS,REGION 11,GRADE 6,MALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 6,MALE,  74 
2012-2013,SUCSLUCS,CARAGA,GRADE 6,MALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 6,MALE,  108 
2012-2013,SUCSLUCS,CAR,GRADE 6,MALE,  53 
2012-2013,SUCSLUCS,NCR,GRADE 6,MALE,  59 
2012-2013,SUCSLUCS,REGION 1,GRADE 6,FEMALE,  143 
2012-2013,SUCSLUCS,REGION 2,GRADE 6,FEMALE, - 
2012-2013,SUCSLUCS,REGION 3,GRADE 6,FEMALE, - 
2012-2013,SUCSLUCS,REGION 4A,GRADE 6,FEMALE,  183 
2012-2013,SUCSLUCS,REGION 4B,GRADE 6,FEMALE,  109 
2012-2013,SUCSLUCS,REGION 5,GRADE 6,FEMALE,  114 
2012-2013,SUCSLUCS,REGION 6,GRADE 6,FEMALE,  199 
2012-2013,SUCSLUCS,REGION 7,GRADE 6,FEMALE,  148 
2012-2013,SUCSLUCS,REGION 8,GRADE 6,FEMALE,  37 
2012-2013,SUCSLUCS,REGION 9,GRADE 6,FEMALE, - 
2012-2013,SUCSLUCS,REGION 10,GRADE 6,FEMALE,  40 
2012-2013,SUCSLUCS,REGION 11,GRADE 6,FEMALE, - 
2012-2013,SUCSLUCS,REGION 12,GRADE 6,FEMALE,  67 
2012-2013,SUCSLUCS,CARAGA,GRADE 6,FEMALE, - 
2012-2013,SUCSLUCS,BARMM,GRADE 6,FEMALE,  122 
2012-2013,SUCSLUCS,CAR,GRADE 6,FEMALE,  35 
2012-2013,SUCSLUCS,NCR,GRADE 6,FEMALE,  66 
2013-2014,PUBLIC,REGION 1,KINDERGARTEN,MALE,"  51,639 "
2013-2014,PUBLIC,REGION 2,KINDERGARTEN,MALE,"  36,009 "
2013-2014,PUBLIC,REGION 3,KINDERGARTEN,MALE,"  98,658 "
2013-2014,PUBLIC,REGION 4A,KINDERGARTEN,MALE,"  112,076 "
2013-2014,PUBLIC,REGION 4B,KINDERGARTEN,MALE,"  36,073 "
2013-2014,PUBLIC,REGION 5,KINDERGARTEN,MALE,"  70,492 "
2013-2014,PUBLIC,REGION 6,KINDERGARTEN,MALE,"  74,615 "
2013-2014,PUBLIC,REGION 7,KINDERGARTEN,MALE,"  74,192 "
2013-2014,PUBLIC,REGION 8,KINDERGARTEN,MALE,"  49,479 "
2013-2014,PUBLIC,REGION 9,KINDERGARTEN,MALE,"  40,944 "
2013-2014,PUBLIC,REGION 10,KINDERGARTEN,MALE,"  50,012 "
2013-2014,PUBLIC,REGION 11,KINDERGARTEN,MALE,"  47,567 "
2013-2014,PUBLIC,REGION 12,KINDERGARTEN,MALE,"  49,305 "
2013-2014,PUBLIC,CARAGA,KINDERGARTEN,MALE,"  29,326 "
2013-2014,PUBLIC,BARMM,KINDERGARTEN,MALE,"  44,449 "
2013-2014,PUBLIC,CAR,KINDERGARTEN,MALE,"  16,988 "
2013-2014,PUBLIC,NCR,KINDERGARTEN,MALE,"  72,380 "
2013-2014,PUBLIC,REGION 1,KINDERGARTEN,FEMALE,"  47,829 "
2013-2014,PUBLIC,REGION 2,KINDERGARTEN,FEMALE,"  33,447 "
2013-2014,PUBLIC,REGION 3,KINDERGARTEN,FEMALE,"  93,768 "
2013-2014,PUBLIC,REGION 4A,KINDERGARTEN,FEMALE,"  108,016 "
2013-2014,PUBLIC,REGION 4B,KINDERGARTEN,FEMALE,"  33,857 "
2013-2014,PUBLIC,REGION 5,KINDERGARTEN,FEMALE,"  66,337 "
2013-2014,PUBLIC,REGION 6,KINDERGARTEN,FEMALE,"  70,133 "
2013-2014,PUBLIC,REGION 7,KINDERGARTEN,FEMALE,"  70,233 "
2013-2014,PUBLIC,REGION 8,KINDERGARTEN,FEMALE,"  46,844 "
2013-2014,PUBLIC,REGION 9,KINDERGARTEN,FEMALE,"  38,501 "
2013-2014,PUBLIC,REGION 10,KINDERGARTEN,FEMALE,"  47,559 "
2013-2014,PUBLIC,REGION 11,KINDERGARTEN,FEMALE,"  45,160 "
2013-2014,PUBLIC,REGION 12,KINDERGARTEN,FEMALE,"  46,755 "
2013-2014,PUBLIC,CARAGA,KINDERGARTEN,FEMALE,"  27,828 "
2013-2014,PUBLIC,BARMM,KINDERGARTEN,FEMALE,"  49,042 "
2013-2014,PUBLIC,CAR,KINDERGARTEN,FEMALE,"  15,720 "
2013-2014,PUBLIC,NCR,KINDERGARTEN,FEMALE,"  70,574 "
2013-2014,PUBLIC,REGION 1,GRADE 1,MALE,"  58,486 "
2013-2014,PUBLIC,REGION 2,GRADE 1,MALE,"  41,973 "
2013-2014,PUBLIC,REGION 3,GRADE 1,MALE,"  129,492 "
2013-2014,PUBLIC,REGION 4A,GRADE 1,MALE,"  153,372 "
2013-2014,PUBLIC,REGION 4B,GRADE 1,MALE,"  42,960 "
2013-2014,PUBLIC,REGION 5,GRADE 1,MALE,"  87,209 "
2013-2014,PUBLIC,REGION 6,GRADE 1,MALE,"  98,741 "
2013-2014,PUBLIC,REGION 7,GRADE 1,MALE,"  96,669 "
2013-2014,PUBLIC,REGION 8,GRADE 1,MALE,"  64,596 "
2013-2014,PUBLIC,REGION 9,GRADE 1,MALE,"  54,844 "
2013-2014,PUBLIC,REGION 10,GRADE 1,MALE,"  67,141 "
2013-2014,PUBLIC,REGION 11,GRADE 1,MALE,"  69,400 "
2013-2014,PUBLIC,REGION 12,GRADE 1,MALE,"  61,456 "
2013-2014,PUBLIC,CARAGA,GRADE 1,MALE,"  39,364 "
2013-2014,PUBLIC,BARMM,GRADE 1,MALE,"  70,700 "
2013-2014,PUBLIC,CAR,GRADE 1,MALE,"  20,232 "
2013-2014,PUBLIC,NCR,GRADE 1,MALE,"  121,404 "
2013-2014,PUBLIC,REGION 1,GRADE 1,FEMALE,"  50,836 "
2013-2014,PUBLIC,REGION 2,GRADE 1,FEMALE,"  36,796 "
2013-2014,PUBLIC,REGION 3,GRADE 1,FEMALE,"  113,133 "
2013-2014,PUBLIC,REGION 4A,GRADE 1,FEMALE,"  135,897 "
2013-2014,PUBLIC,REGION 4B,GRADE 1,FEMALE,"  37,808 "
2013-2014,PUBLIC,REGION 5,GRADE 1,FEMALE,"  76,339 "
2013-2014,PUBLIC,REGION 6,GRADE 1,FEMALE,"  85,963 "
2013-2014,PUBLIC,REGION 7,GRADE 1,FEMALE,"  82,965 "
2013-2014,PUBLIC,REGION 8,GRADE 1,FEMALE,"  54,613 "
2013-2014,PUBLIC,REGION 9,GRADE 1,FEMALE,"  47,555 "
2013-2014,PUBLIC,REGION 10,GRADE 1,FEMALE,"  58,304 "
2013-2014,PUBLIC,REGION 11,GRADE 1,FEMALE,"  59,042 "
2013-2014,PUBLIC,REGION 12,GRADE 1,FEMALE,"  54,800 "
2013-2014,PUBLIC,CARAGA,GRADE 1,FEMALE,"  33,815 "
2013-2014,PUBLIC,BARMM,GRADE 1,FEMALE,"  71,777 "
2013-2014,PUBLIC,CAR,GRADE 1,FEMALE,"  17,564 "
2013-2014,PUBLIC,NCR,GRADE 1,FEMALE,"  108,056 "
2013-2014,PUBLIC,REGION 1,GRADE 2,MALE,"  60,223 "
2013-2014,PUBLIC,REGION 2,GRADE 2,MALE,"  44,639 "
2013-2014,PUBLIC,REGION 3,GRADE 2,MALE,"  128,261 "
2013-2014,PUBLIC,REGION 4A,GRADE 2,MALE,"  160,982 "
2013-2014,PUBLIC,REGION 4B,GRADE 2,MALE,"  49,125 "
2013-2014,PUBLIC,REGION 5,GRADE 2,MALE,"  107,537 "
2013-2014,PUBLIC,REGION 6,GRADE 2,MALE,"  117,424 "
2013-2014,PUBLIC,REGION 7,GRADE 2,MALE,"  114,761 "
2013-2014,PUBLIC,REGION 8,GRADE 2,MALE,"  68,816 "
2013-2014,PUBLIC,REGION 9,GRADE 2,MALE,"  63,289 "
2013-2014,PUBLIC,REGION 10,GRADE 2,MALE,"  71,140 "
2013-2014,PUBLIC,REGION 11,GRADE 2,MALE,"  75,779 "
2013-2014,PUBLIC,REGION 12,GRADE 2,MALE,"  64,858 "
2013-2014,PUBLIC,CARAGA,GRADE 2,MALE,"  40,538 "
2013-2014,PUBLIC,BARMM,GRADE 2,MALE,"  63,622 "
2013-2014,PUBLIC,CAR,GRADE 2,MALE,"  21,426 "
2013-2014,PUBLIC,NCR,GRADE 2,MALE,"  118,675 "
2013-2014,PUBLIC,REGION 1,GRADE 2,FEMALE,"  51,812 "
2013-2014,PUBLIC,REGION 2,GRADE 2,FEMALE,"  38,305 "
2013-2014,PUBLIC,REGION 3,GRADE 2,FEMALE,"  112,237 "
2013-2014,PUBLIC,REGION 4A,GRADE 2,FEMALE,"  139,420 "
2013-2014,PUBLIC,REGION 4B,GRADE 2,FEMALE,"  40,610 "
2013-2014,PUBLIC,REGION 5,GRADE 2,FEMALE,"  87,079 "
2013-2014,PUBLIC,REGION 6,GRADE 2,FEMALE,"  94,850 "
2013-2014,PUBLIC,REGION 7,GRADE 2,FEMALE,"  93,881 "
2013-2014,PUBLIC,REGION 8,GRADE 2,FEMALE,"  58,223 "
2013-2014,PUBLIC,REGION 9,GRADE 2,FEMALE,"  52,989 "
2013-2014,PUBLIC,REGION 10,GRADE 2,FEMALE,"  60,222 "
2013-2014,PUBLIC,REGION 11,GRADE 2,FEMALE,"  63,507 "
2013-2014,PUBLIC,REGION 12,GRADE 2,FEMALE,"  57,224 "
2013-2014,PUBLIC,CARAGA,GRADE 2,FEMALE,"  34,792 "
2013-2014,PUBLIC,BARMM,GRADE 2,FEMALE,"  65,655 "
2013-2014,PUBLIC,CAR,GRADE 2,FEMALE,"  18,051 "
2013-2014,PUBLIC,NCR,GRADE 2,FEMALE,"  105,812 "
2013-2014,PUBLIC,REGION 1,GRADE 3,MALE,"  56,640 "
2013-2014,PUBLIC,REGION 2,GRADE 3,MALE,"  39,480 "
2013-2014,PUBLIC,REGION 3,GRADE 3,MALE,"  118,470 "
2013-2014,PUBLIC,REGION 4A,GRADE 3,MALE,"  143,033 "
2013-2014,PUBLIC,REGION 4B,GRADE 3,MALE,"  44,144 "
2013-2014,PUBLIC,REGION 5,GRADE 3,MALE,"  92,277 "
2013-2014,PUBLIC,REGION 6,GRADE 3,MALE,"  97,529 "
2013-2014,PUBLIC,REGION 7,GRADE 3,MALE,"  94,545 "
2013-2014,PUBLIC,REGION 8,GRADE 3,MALE,"  65,241 "
2013-2014,PUBLIC,REGION 9,GRADE 3,MALE,"  52,325 "
2013-2014,PUBLIC,REGION 10,GRADE 3,MALE,"  62,301 "
2013-2014,PUBLIC,REGION 11,GRADE 3,MALE,"  64,584 "
2013-2014,PUBLIC,REGION 12,GRADE 3,MALE,"  58,517 "
2013-2014,PUBLIC,CARAGA,GRADE 3,MALE,"  37,956 "
2013-2014,PUBLIC,BARMM,GRADE 3,MALE,"  51,975 "
2013-2014,PUBLIC,CAR,GRADE 3,MALE,"  19,587 "
2013-2014,PUBLIC,NCR,GRADE 3,MALE,"  109,322 "
2013-2014,PUBLIC,REGION 1,GRADE 3,FEMALE,"  51,385 "
2013-2014,PUBLIC,REGION 2,GRADE 3,FEMALE,"  35,431 "
2013-2014,PUBLIC,REGION 3,GRADE 3,FEMALE,"  107,690 "
2013-2014,PUBLIC,REGION 4A,GRADE 3,FEMALE,"  130,470 "
2013-2014,PUBLIC,REGION 4B,GRADE 3,FEMALE,"  39,617 "
2013-2014,PUBLIC,REGION 5,GRADE 3,FEMALE,"  81,819 "
2013-2014,PUBLIC,REGION 6,GRADE 3,FEMALE,"  86,581 "
2013-2014,PUBLIC,REGION 7,GRADE 3,FEMALE,"  85,066 "
2013-2014,PUBLIC,REGION 8,GRADE 3,FEMALE,"  58,185 "
2013-2014,PUBLIC,REGION 9,GRADE 3,FEMALE,"  47,360 "
2013-2014,PUBLIC,REGION 10,GRADE 3,FEMALE,"  56,450 "
2013-2014,PUBLIC,REGION 11,GRADE 3,FEMALE,"  57,963 "
2013-2014,PUBLIC,REGION 12,GRADE 3,FEMALE,"  54,031 "
2013-2014,PUBLIC,CARAGA,GRADE 3,FEMALE,"  34,007 "
2013-2014,PUBLIC,BARMM,GRADE 3,FEMALE,"  55,175 "
2013-2014,PUBLIC,CAR,GRADE 3,FEMALE,"  17,225 "
2013-2014,PUBLIC,NCR,GRADE 3,FEMALE,"  101,381 "
2013-2014,PUBLIC,REGION 1,GRADE 4,MALE,"  54,161 "
2013-2014,PUBLIC,REGION 2,GRADE 4,MALE,"  36,195 "
2013-2014,PUBLIC,REGION 3,GRADE 4,MALE,"  112,107 "
2013-2014,PUBLIC,REGION 4A,GRADE 4,MALE,"  130,841 "
2013-2014,PUBLIC,REGION 4B,GRADE 4,MALE,"  39,329 "
2013-2014,PUBLIC,REGION 5,GRADE 4,MALE,"  82,768 "
2013-2014,PUBLIC,REGION 6,GRADE 4,MALE,"  85,213 "
2013-2014,PUBLIC,REGION 7,GRADE 4,MALE,"  85,876 "
2013-2014,PUBLIC,REGION 8,GRADE 4,MALE,"  60,137 "
2013-2014,PUBLIC,REGION 9,GRADE 4,MALE,"  45,210 "
2013-2014,PUBLIC,REGION 10,GRADE 4,MALE,"  53,167 "
2013-2014,PUBLIC,REGION 11,GRADE 4,MALE,"  56,845 "
2013-2014,PUBLIC,REGION 12,GRADE 4,MALE,"  51,087 "
2013-2014,PUBLIC,CARAGA,GRADE 4,MALE,"  33,808 "
2013-2014,PUBLIC,BARMM,GRADE 4,MALE,"  42,238 "
2013-2014,PUBLIC,CAR,GRADE 4,MALE,"  18,596 "
2013-2014,PUBLIC,NCR,GRADE 4,MALE,"  102,048 "
2013-2014,PUBLIC,REGION 1,GRADE 4,FEMALE,"  49,537 "
2013-2014,PUBLIC,REGION 2,GRADE 4,FEMALE,"  33,813 "
2013-2014,PUBLIC,REGION 3,GRADE 4,FEMALE,"  104,213 "
2013-2014,PUBLIC,REGION 4A,GRADE 4,FEMALE,"  123,446 "
2013-2014,PUBLIC,REGION 4B,GRADE 4,FEMALE,"  35,794 "
2013-2014,PUBLIC,REGION 5,GRADE 4,FEMALE,"  76,533 "
