SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2013-2014,SUCSLUCS,REGION 12,GRADE 10,FEMALE,315
2013-2014,SUCSLUCS,REGION 12,GRADE 10,MALE,191
2013-2014,SUCSLUCS,REGION 12,GRADE 2,FEMALE,86
2013-2014,SUCSLUCS,REGION 12,GRADE 2,MALE,73
2013-2014,SUCSLUCS,REGION 12,GRADE 3,FEMALE,48
2013-2014,SUCSLUCS,REGION 12,GRADE 3,MALE,37
2013-2014,SUCSLUCS,REGION 12,GRADE 4,FEMALE,43
2013-2014,SUCSLUCS,REGION 12,GRADE 4,MALE,37
2013-2014,SUCSLUCS,REGION 12,GRADE 5,FEMALE,61
2013-2014,SUCSLUCS,REGION 12,GRADE 5,MALE,53
2013-2014,SUCSLUCS,REGION 12,GRADE 6,FEMALE,52
2013-2014,SUCSLUCS,REGION 12,GRADE 6,MALE,26
2013-2014,SUCSLUCS,REGION 12,GRADE 7,FEMALE,353
2013-2014,SUCSLUCS,REGION 12,GRADE 7,MALE,221
2013-2014,SUCSLUCS,REGION 12,GRADE 8,FEMALE,329
2013-2014,SUCSLUCS,REGION 12,GRADE 8,MALE,233
2013-2014,SUCSLUCS,REGION 12,GRADE 9,FEMALE,296
2013-2014,SUCSLUCS,REGION 12,GRADE 9,MALE,240
2013-2014,SUCSLUCS,REGION 12,KINDERGARTEN,FEMALE,10
2013-2014,SUCSLUCS,REGION 12,KINDERGARTEN,MALE,15
2013-2014,SUCSLUCS,REGION 2,GRADE 1,FEMALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 1,MALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 10,FEMALE,211
2013-2014,SUCSLUCS,REGION 2,GRADE 10,MALE,163
2013-2014,SUCSLUCS,REGION 2,GRADE 2,FEMALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 2,MALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 3,FEMALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 3,MALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 4,FEMALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 4,MALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 5,FEMALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 5,MALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 6,FEMALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 6,MALE,0
2013-2014,SUCSLUCS,REGION 2,GRADE 7,FEMALE,180
2013-2014,SUCSLUCS,REGION 2,GRADE 7,MALE,141
2013-2014,SUCSLUCS,REGION 2,GRADE 8,FEMALE,286
2013-2014,SUCSLUCS,REGION 2,GRADE 8,MALE,225
2013-2014,SUCSLUCS,REGION 2,GRADE 9,FEMALE,274
2013-2014,SUCSLUCS,REGION 2,GRADE 9,MALE,196
2013-2014,SUCSLUCS,REGION 2,KINDERGARTEN,FEMALE,22
2013-2014,SUCSLUCS,REGION 2,KINDERGARTEN,MALE,21
2013-2014,SUCSLUCS,REGION 3,GRADE 1,FEMALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 1,MALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 10,FEMALE,947
2013-2014,SUCSLUCS,REGION 3,GRADE 10,MALE,730
2013-2014,SUCSLUCS,REGION 3,GRADE 2,FEMALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 2,MALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 3,FEMALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 3,MALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 4,FEMALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 4,MALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 5,FEMALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 5,MALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 6,FEMALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 6,MALE,0
2013-2014,SUCSLUCS,REGION 3,GRADE 7,FEMALE,809
2013-2014,SUCSLUCS,REGION 3,GRADE 7,MALE,663
2013-2014,SUCSLUCS,REGION 3,GRADE 8,FEMALE,768
2013-2014,SUCSLUCS,REGION 3,GRADE 8,MALE,672
2013-2014,SUCSLUCS,REGION 3,GRADE 9,FEMALE,1008
2013-2014,SUCSLUCS,REGION 3,GRADE 9,MALE,752
2013-2014,SUCSLUCS,REGION 3,KINDERGARTEN,FEMALE,0
2013-2014,SUCSLUCS,REGION 3,KINDERGARTEN,MALE,0
2013-2014,SUCSLUCS,REGION 4A,GRADE 1,FEMALE,142
2013-2014,SUCSLUCS,REGION 4A,GRADE 1,MALE,124
2013-2014,SUCSLUCS,REGION 4A,GRADE 10,FEMALE,589
2013-2014,SUCSLUCS,REGION 4A,GRADE 10,MALE,492
2013-2014,SUCSLUCS,REGION 4A,GRADE 2,FEMALE,174
2013-2014,SUCSLUCS,REGION 4A,GRADE 2,MALE,155
2013-2014,SUCSLUCS,REGION 4A,GRADE 3,FEMALE,171
2013-2014,SUCSLUCS,REGION 4A,GRADE 3,MALE,135
2013-2014,SUCSLUCS,REGION 4A,GRADE 4,FEMALE,181
2013-2014,SUCSLUCS,REGION 4A,GRADE 4,MALE,149
2013-2014,SUCSLUCS,REGION 4A,GRADE 5,FEMALE,172
2013-2014,SUCSLUCS,REGION 4A,GRADE 5,MALE,144
2013-2014,SUCSLUCS,REGION 4A,GRADE 6,FEMALE,168
2013-2014,SUCSLUCS,REGION 4A,GRADE 6,MALE,157
2013-2014,SUCSLUCS,REGION 4A,GRADE 7,FEMALE,571
2013-2014,SUCSLUCS,REGION 4A,GRADE 7,MALE,458
2013-2014,SUCSLUCS,REGION 4A,GRADE 8,FEMALE,485
2013-2014,SUCSLUCS,REGION 4A,GRADE 8,MALE,414
2013-2014,SUCSLUCS,REGION 4A,GRADE 9,FEMALE,632
2013-2014,SUCSLUCS,REGION 4A,GRADE 9,MALE,497
2013-2014,SUCSLUCS,REGION 4A,KINDERGARTEN,FEMALE,177
2013-2014,SUCSLUCS,REGION 4A,KINDERGARTEN,MALE,139
2013-2014,SUCSLUCS,REGION 4B,GRADE 1,FEMALE,45
2013-2014,SUCSLUCS,REGION 4B,GRADE 1,MALE,60
2013-2014,SUCSLUCS,REGION 4B,GRADE 10,FEMALE,274
2013-2014,SUCSLUCS,REGION 4B,GRADE 10,MALE,222
2013-2014,SUCSLUCS,REGION 4B,GRADE 2,FEMALE,67
2013-2014,SUCSLUCS,REGION 4B,GRADE 2,MALE,76
2013-2014,SUCSLUCS,REGION 4B,GRADE 3,FEMALE,76
2013-2014,SUCSLUCS,REGION 4B,GRADE 3,MALE,60
2013-2014,SUCSLUCS,REGION 4B,GRADE 4,FEMALE,77
2013-2014,SUCSLUCS,REGION 4B,GRADE 4,MALE,60
2013-2014,SUCSLUCS,REGION 4B,GRADE 5,FEMALE,80
2013-2014,SUCSLUCS,REGION 4B,GRADE 5,MALE,59
2013-2014,SUCSLUCS,REGION 4B,GRADE 6,FEMALE,69
2013-2014,SUCSLUCS,REGION 4B,GRADE 6,MALE,70
2013-2014,SUCSLUCS,REGION 4B,GRADE 7,FEMALE,218
2013-2014,SUCSLUCS,REGION 4B,GRADE 7,MALE,189
2013-2014,SUCSLUCS,REGION 4B,GRADE 8,FEMALE,295
2013-2014,SUCSLUCS,REGION 4B,GRADE 8,MALE,218
2013-2014,SUCSLUCS,REGION 4B,GRADE 9,FEMALE,266
2013-2014,SUCSLUCS,REGION 4B,GRADE 9,MALE,206
2013-2014,SUCSLUCS,REGION 4B,KINDERGARTEN,FEMALE,38
2013-2014,SUCSLUCS,REGION 4B,KINDERGARTEN,MALE,38
2013-2014,SUCSLUCS,REGION 5,GRADE 1,FEMALE,64
2013-2014,SUCSLUCS,REGION 5,GRADE 1,MALE,86
2013-2014,SUCSLUCS,REGION 5,GRADE 10,FEMALE,388
2013-2014,SUCSLUCS,REGION 5,GRADE 10,MALE,290
2013-2014,SUCSLUCS,REGION 5,GRADE 2,FEMALE,81
2013-2014,SUCSLUCS,REGION 5,GRADE 2,MALE,72
2013-2014,SUCSLUCS,REGION 5,GRADE 3,FEMALE,102
2013-2014,SUCSLUCS,REGION 5,GRADE 3,MALE,98
2013-2014,SUCSLUCS,REGION 5,GRADE 4,FEMALE,70
2013-2014,SUCSLUCS,REGION 5,GRADE 4,MALE,66
2013-2014,SUCSLUCS,REGION 5,GRADE 5,FEMALE,80
2013-2014,SUCSLUCS,REGION 5,GRADE 5,MALE,73
2013-2014,SUCSLUCS,REGION 5,GRADE 6,FEMALE,72
2013-2014,SUCSLUCS,REGION 5,GRADE 6,MALE,76
2013-2014,SUCSLUCS,REGION 5,GRADE 7,FEMALE,345
2013-2014,SUCSLUCS,REGION 5,GRADE 7,MALE,253
2013-2014,SUCSLUCS,REGION 5,GRADE 8,FEMALE,321
2013-2014,SUCSLUCS,REGION 5,GRADE 8,MALE,280
2013-2014,SUCSLUCS,REGION 5,GRADE 9,FEMALE,376
2013-2014,SUCSLUCS,REGION 5,GRADE 9,MALE,293
2013-2014,SUCSLUCS,REGION 5,KINDERGARTEN,FEMALE,34
2013-2014,SUCSLUCS,REGION 5,KINDERGARTEN,MALE,36
2013-2014,SUCSLUCS,REGION 6,GRADE 1,FEMALE,102
2013-2014,SUCSLUCS,REGION 6,GRADE 1,MALE,84
2013-2014,SUCSLUCS,REGION 6,GRADE 10,FEMALE,399
2013-2014,SUCSLUCS,REGION 6,GRADE 10,MALE,322
2013-2014,SUCSLUCS,REGION 6,GRADE 2,FEMALE,78
2013-2014,SUCSLUCS,REGION 6,GRADE 2,MALE,89
2013-2014,SUCSLUCS,REGION 6,GRADE 3,FEMALE,77
2013-2014,SUCSLUCS,REGION 6,GRADE 3,MALE,71
2013-2014,SUCSLUCS,REGION 6,GRADE 4,FEMALE,96
2013-2014,SUCSLUCS,REGION 6,GRADE 4,MALE,93
2013-2014,SUCSLUCS,REGION 6,GRADE 5,FEMALE,101
2013-2014,SUCSLUCS,REGION 6,GRADE 5,MALE,81
2013-2014,SUCSLUCS,REGION 6,GRADE 6,FEMALE,88
2013-2014,SUCSLUCS,REGION 6,GRADE 6,MALE,67
2013-2014,SUCSLUCS,REGION 6,GRADE 7,FEMALE,349
2013-2014,SUCSLUCS,REGION 6,GRADE 7,MALE,249
2013-2014,SUCSLUCS,REGION 6,GRADE 8,FEMALE,354
2013-2014,SUCSLUCS,REGION 6,GRADE 8,MALE,241
2013-2014,SUCSLUCS,REGION 6,GRADE 9,FEMALE,389
2013-2014,SUCSLUCS,REGION 6,GRADE 9,MALE,282
2013-2014,SUCSLUCS,REGION 6,KINDERGARTEN,FEMALE,81
2013-2014,SUCSLUCS,REGION 6,KINDERGARTEN,MALE,73
2013-2014,SUCSLUCS,REGION 7,GRADE 1,FEMALE,44
2013-2014,SUCSLUCS,REGION 7,GRADE 1,MALE,33
2013-2014,SUCSLUCS,REGION 7,GRADE 10,FEMALE,197
2013-2014,SUCSLUCS,REGION 7,GRADE 10,MALE,152
2013-2014,SUCSLUCS,REGION 7,GRADE 2,FEMALE,60
2013-2014,SUCSLUCS,REGION 7,GRADE 2,MALE,56
2013-2014,SUCSLUCS,REGION 7,GRADE 3,FEMALE,33
2013-2014,SUCSLUCS,REGION 7,GRADE 3,MALE,18
2013-2014,SUCSLUCS,REGION 7,GRADE 4,FEMALE,25
2013-2014,SUCSLUCS,REGION 7,GRADE 4,MALE,21
2013-2014,SUCSLUCS,REGION 7,GRADE 5,FEMALE,30
2013-2014,SUCSLUCS,REGION 7,GRADE 5,MALE,13
2013-2014,SUCSLUCS,REGION 7,GRADE 6,FEMALE,16
2013-2014,SUCSLUCS,REGION 7,GRADE 6,MALE,18
2013-2014,SUCSLUCS,REGION 7,GRADE 7,FEMALE,375
2013-2014,SUCSLUCS,REGION 7,GRADE 7,MALE,250
2013-2014,SUCSLUCS,REGION 7,GRADE 8,FEMALE,194
2013-2014,SUCSLUCS,REGION 7,GRADE 8,MALE,135
2013-2014,SUCSLUCS,REGION 7,GRADE 9,FEMALE,172
2013-2014,SUCSLUCS,REGION 7,GRADE 9,MALE,122
2013-2014,SUCSLUCS,REGION 7,KINDERGARTEN,FEMALE,187
2013-2014,SUCSLUCS,REGION 7,KINDERGARTEN,MALE,204
2013-2014,SUCSLUCS,REGION 8,GRADE 1,FEMALE,34
2013-2014,SUCSLUCS,REGION 8,GRADE 1,MALE,37
2013-2014,SUCSLUCS,REGION 8,GRADE 10,FEMALE,411
2013-2014,SUCSLUCS,REGION 8,GRADE 10,MALE,266
2013-2014,SUCSLUCS,REGION 8,GRADE 2,FEMALE,37
2013-2014,SUCSLUCS,REGION 8,GRADE 2,MALE,37
2013-2014,SUCSLUCS,REGION 8,GRADE 3,FEMALE,39
2013-2014,SUCSLUCS,REGION 8,GRADE 3,MALE,34
2013-2014,SUCSLUCS,REGION 8,GRADE 4,FEMALE,51
2013-2014,SUCSLUCS,REGION 8,GRADE 4,MALE,52
2013-2014,SUCSLUCS,REGION 8,GRADE 5,FEMALE,33
2013-2014,SUCSLUCS,REGION 8,GRADE 5,MALE,53
2013-2014,SUCSLUCS,REGION 8,GRADE 6,FEMALE,39
2013-2014,SUCSLUCS,REGION 8,GRADE 6,MALE,46
2013-2014,SUCSLUCS,REGION 8,GRADE 7,FEMALE,423
2013-2014,SUCSLUCS,REGION 8,GRADE 7,MALE,311
2013-2014,SUCSLUCS,REGION 8,GRADE 8,FEMALE,404
2013-2014,SUCSLUCS,REGION 8,GRADE 8,MALE,321
2013-2014,SUCSLUCS,REGION 8,GRADE 9,FEMALE,406
2013-2014,SUCSLUCS,REGION 8,GRADE 9,MALE,267
2013-2014,SUCSLUCS,REGION 8,KINDERGARTEN,FEMALE,18
2013-2014,SUCSLUCS,REGION 8,KINDERGARTEN,MALE,16
2013-2014,SUCSLUCS,REGION 9,GRADE 1,FEMALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 1,MALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 10,FEMALE,260
2013-2014,SUCSLUCS,REGION 9,GRADE 10,MALE,261
2013-2014,SUCSLUCS,REGION 9,GRADE 2,FEMALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 2,MALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 3,FEMALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 3,MALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 4,FEMALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 4,MALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 5,FEMALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 5,MALE,0
2013-2014,SUCSLUCS,REGION 9,GRADE 6,FEMALE,12
2013-2014,SUCSLUCS,REGION 9,GRADE 6,MALE,16
2013-2014,SUCSLUCS,REGION 9,GRADE 7,FEMALE,244
2013-2014,SUCSLUCS,REGION 9,GRADE 7,MALE,222
2013-2014,SUCSLUCS,REGION 9,GRADE 8,FEMALE,334
2013-2014,SUCSLUCS,REGION 9,GRADE 8,MALE,266
2013-2014,SUCSLUCS,REGION 9,GRADE 9,FEMALE,276
2013-2014,SUCSLUCS,REGION 9,GRADE 9,MALE,222
2013-2014,SUCSLUCS,REGION 9,KINDERGARTEN,FEMALE,0
2013-2014,SUCSLUCS,REGION 9,KINDERGARTEN,MALE,0
2014-2015,PRIVATE,BARMM,GRADE 1,FEMALE,1665
2014-2015,PRIVATE,BARMM,GRADE 1,MALE,1654
2014-2015,PRIVATE,BARMM,GRADE 10,FEMALE,3536
2014-2015,PRIVATE,BARMM,GRADE 10,MALE,2374
2014-2015,PRIVATE,BARMM,GRADE 2,FEMALE,1570
2014-2015,PRIVATE,BARMM,GRADE 2,MALE,1691
2014-2015,PRIVATE,BARMM,GRADE 3,FEMALE,1588
2014-2015,PRIVATE,BARMM,GRADE 3,MALE,1609
2014-2015,PRIVATE,BARMM,GRADE 4,FEMALE,1450
2014-2015,PRIVATE,BARMM,GRADE 4,MALE,1389
2014-2015,PRIVATE,BARMM,GRADE 5,FEMALE,1437
2014-2015,PRIVATE,BARMM,GRADE 5,MALE,1420
2014-2015,PRIVATE,BARMM,GRADE 6,FEMALE,1665
2014-2015,PRIVATE,BARMM,GRADE 6,MALE,1415
2014-2015,PRIVATE,BARMM,GRADE 7,FEMALE,4201
2014-2015,PRIVATE,BARMM,GRADE 7,MALE,3355
2014-2015,PRIVATE,BARMM,GRADE 8,FEMALE,4154
2014-2015,PRIVATE,BARMM,GRADE 8,MALE,3038
2014-2015,PRIVATE,BARMM,GRADE 9,FEMALE,4005
2014-2015,PRIVATE,BARMM,GRADE 9,MALE,2841
2014-2015,PRIVATE,BARMM,KINDERGARTEN,FEMALE,2460
2014-2015,PRIVATE,BARMM,KINDERGARTEN,MALE,2425
2014-2015,PRIVATE,BARMM,NON-GRADE (PRIMARY),FEMALE,0
2014-2015,PRIVATE,BARMM,NON-GRADE (PRIMARY),MALE,0
2014-2015,PRIVATE,BARMM,NON-GRADE (SECONDARY),FEMALE,0
2014-2015,PRIVATE,BARMM,NON-GRADE (SECONDARY),MALE,0
2014-2015,PRIVATE,CAR,GRADE 1,FEMALE,2141
2014-2015,PRIVATE,CAR,GRADE 1,MALE,2198
2014-2015,PRIVATE,CAR,GRADE 10,FEMALE,4373
2014-2015,PRIVATE,CAR,GRADE 10,MALE,3895
2014-2015,PRIVATE,CAR,GRADE 2,FEMALE,1977
2014-2015,PRIVATE,CAR,GRADE 2,MALE,2175
2014-2015,PRIVATE,CAR,GRADE 3,FEMALE,1906
2014-2015,PRIVATE,CAR,GRADE 3,MALE,2144
2014-2015,PRIVATE,CAR,GRADE 4,FEMALE,1977
2014-2015,PRIVATE,CAR,GRADE 4,MALE,2103
2014-2015,PRIVATE,CAR,GRADE 5,FEMALE,1855
2014-2015,PRIVATE,CAR,GRADE 5,MALE,1998
2014-2015,PRIVATE,CAR,GRADE 6,FEMALE,1847
2014-2015,PRIVATE,CAR,GRADE 6,MALE,1951
2014-2015,PRIVATE,CAR,GRADE 7,FEMALE,4507
2014-2015,PRIVATE,CAR,GRADE 7,MALE,4696
2014-2015,PRIVATE,CAR,GRADE 8,FEMALE,4584
2014-2015,PRIVATE,CAR,GRADE 8,MALE,4391
2014-2015,PRIVATE,CAR,GRADE 9,FEMALE,4228
2014-2015,PRIVATE,CAR,GRADE 9,MALE,4092
2014-2015,PRIVATE,CAR,KINDERGARTEN,FEMALE,3229
2014-2015,PRIVATE,CAR,KINDERGARTEN,MALE,3345
2014-2015,PRIVATE,CAR,NON-GRADE (PRIMARY),FEMALE,20
2014-2015,PRIVATE,CAR,NON-GRADE (PRIMARY),MALE,31
2014-2015,PRIVATE,CAR,NON-GRADE (SECONDARY),FEMALE,0
2014-2015,PRIVATE,CAR,NON-GRADE (SECONDARY),MALE,0
2014-2015,PRIVATE,CARAGA,GRADE 1,FEMALE,1018
2014-2015,PRIVATE,CARAGA,GRADE 1,MALE,1227
2014-2015,PRIVATE,CARAGA,GRADE 10,FEMALE,2904
2014-2015,PRIVATE,CARAGA,GRADE 10,MALE,2839
2014-2015,PRIVATE,CARAGA,GRADE 2,FEMALE,1012
2014-2015,PRIVATE,CARAGA,GRADE 2,MALE,1155
2014-2015,PRIVATE,CARAGA,GRADE 3,FEMALE,1000
2014-2015,PRIVATE,CARAGA,GRADE 3,MALE,1258
2014-2015,PRIVATE,CARAGA,GRADE 4,FEMALE,944
2014-2015,PRIVATE,CARAGA,GRADE 4,MALE,1176
2014-2015,PRIVATE,CARAGA,GRADE 5,FEMALE,817
2014-2015,PRIVATE,CARAGA,GRADE 5,MALE,870
2014-2015,PRIVATE,CARAGA,GRADE 6,FEMALE,930
2014-2015,PRIVATE,CARAGA,GRADE 6,MALE,1099
2014-2015,PRIVATE,CARAGA,GRADE 7,FEMALE,3294
2014-2015,PRIVATE,CARAGA,GRADE 7,MALE,3439
2014-2015,PRIVATE,CARAGA,GRADE 8,FEMALE,3198
2014-2015,PRIVATE,CARAGA,GRADE 8,MALE,3201
2014-2015,PRIVATE,CARAGA,GRADE 9,FEMALE,3099
2014-2015,PRIVATE,CARAGA,GRADE 9,MALE,2941
2014-2015,PRIVATE,CARAGA,KINDERGARTEN,FEMALE,3883
2014-2015,PRIVATE,CARAGA,KINDERGARTEN,MALE,3944
2014-2015,PRIVATE,CARAGA,NON-GRADE (PRIMARY),FEMALE,0
2014-2015,PRIVATE,CARAGA,NON-GRADE (PRIMARY),MALE,0
2014-2015,PRIVATE,CARAGA,NON-GRADE (SECONDARY),FEMALE,0
2014-2015,PRIVATE,CARAGA,NON-GRADE (SECONDARY),MALE,0
2014-2015,PRIVATE,NCR,GRADE 1,FEMALE,23149
2014-2015,PRIVATE,NCR,GRADE 1,MALE,24500
2014-2015,PRIVATE,NCR,GRADE 10,FEMALE,27865
2014-2015,PRIVATE,NCR,GRADE 10,MALE,30857
2014-2015,PRIVATE,NCR,GRADE 2,FEMALE,22872
2014-2015,PRIVATE,NCR,GRADE 2,MALE,24137
2014-2015,PRIVATE,NCR,GRADE 3,FEMALE,22178
2014-2015,PRIVATE,NCR,GRADE 3,MALE,23377
2014-2015,PRIVATE,NCR,GRADE 4,FEMALE,21169
2014-2015,PRIVATE,NCR,GRADE 4,MALE,22039
2014-2015,PRIVATE,NCR,GRADE 5,FEMALE,20300
2014-2015,PRIVATE,NCR,GRADE 5,MALE,21942
2014-2015,PRIVATE,NCR,GRADE 6,FEMALE,22075
2014-2015,PRIVATE,NCR,GRADE 6,MALE,23348
2014-2015,PRIVATE,NCR,GRADE 7,FEMALE,23982
2014-2015,PRIVATE,NCR,GRADE 7,MALE,25125
2014-2015,PRIVATE,NCR,GRADE 8,FEMALE,24549
2014-2015,PRIVATE,NCR,GRADE 8,MALE,25574
2014-2015,PRIVATE,NCR,GRADE 9,FEMALE,25081
2014-2015,PRIVATE,NCR,GRADE 9,MALE,25515
2014-2015,PRIVATE,NCR,KINDERGARTEN,FEMALE,35922
2014-2015,PRIVATE,NCR,KINDERGARTEN,MALE,36455
2014-2015,PRIVATE,NCR,NON-GRADE (PRIMARY),FEMALE,233
2014-2015,PRIVATE,NCR,NON-GRADE (PRIMARY),MALE,460
2014-2015,PRIVATE,NCR,NON-GRADE (SECONDARY),FEMALE,0
2014-2015,PRIVATE,NCR,NON-GRADE (SECONDARY),MALE,0
2014-2015,PRIVATE,REGION 1,GRADE 1,FEMALE,4071
2014-2015,PRIVATE,REGION 1,GRADE 1,MALE,4394
2014-2015,PRIVATE,REGION 1,GRADE 10,FEMALE,8323
2014-2015,PRIVATE,REGION 1,GRADE 10,MALE,8415
2014-2015,PRIVATE,REGION 1,GRADE 2,FEMALE,3994
2014-2015,PRIVATE,REGION 1,GRADE 2,MALE,4234
2014-2015,PRIVATE,REGION 1,GRADE 3,FEMALE,3937
2014-2015,PRIVATE,REGION 1,GRADE 3,MALE,4358
2014-2015,PRIVATE,REGION 1,GRADE 4,FEMALE,3789
2014-2015,PRIVATE,REGION 1,GRADE 4,MALE,4025
2014-2015,PRIVATE,REGION 1,GRADE 5,FEMALE,3661
2014-2015,PRIVATE,REGION 1,GRADE 5,MALE,3883
2014-2015,PRIVATE,REGION 1,GRADE 6,FEMALE,3981
2014-2015,PRIVATE,REGION 1,GRADE 6,MALE,4144
2014-2015,PRIVATE,REGION 1,GRADE 7,FEMALE,8710
2014-2015,PRIVATE,REGION 1,GRADE 7,MALE,9005
2014-2015,PRIVATE,REGION 1,GRADE 8,FEMALE,8745
2014-2015,PRIVATE,REGION 1,GRADE 8,MALE,8950
2014-2015,PRIVATE,REGION 1,GRADE 9,FEMALE,8636
2014-2015,PRIVATE,REGION 1,GRADE 9,MALE,8748
2014-2015,PRIVATE,REGION 1,KINDERGARTEN,FEMALE,7614
2014-2015,PRIVATE,REGION 1,KINDERGARTEN,MALE,7972
2014-2015,PRIVATE,REGION 1,NON-GRADE (PRIMARY),FEMALE,16
2014-2015,PRIVATE,REGION 1,NON-GRADE (PRIMARY),MALE,31
2014-2015,PRIVATE,REGION 1,NON-GRADE (SECONDARY),FEMALE,0
2014-2015,PRIVATE,REGION 1,NON-GRADE (SECONDARY),MALE,0
2014-2015,PRIVATE,REGION 10,GRADE 1,FEMALE,3347
2014-2015,PRIVATE,REGION 10,GRADE 1,MALE,3714
2014-2015,PRIVATE,REGION 10,GRADE 10,FEMALE,7793
2014-2015,PRIVATE,REGION 10,GRADE 10,MALE,7859
2014-2015,PRIVATE,REGION 10,GRADE 2,FEMALE,3478
2014-2015,PRIVATE,REGION 10,GRADE 2,MALE,3815
2014-2015,PRIVATE,REGION 10,GRADE 3,FEMALE,3119
2014-2015,PRIVATE,REGION 10,GRADE 3,MALE,3499
2014-2015,PRIVATE,REGION 10,GRADE 4,FEMALE,3178
2014-2015,PRIVATE,REGION 10,GRADE 4,MALE,3464
2014-2015,PRIVATE,REGION 10,GRADE 5,FEMALE,2864
2014-2015,PRIVATE,REGION 10,GRADE 5,MALE,3111
2014-2015,PRIVATE,REGION 10,GRADE 6,FEMALE,2859
2014-2015,PRIVATE,REGION 10,GRADE 6,MALE,3088
2014-2015,PRIVATE,REGION 10,GRADE 7,FEMALE,8846
2014-2015,PRIVATE,REGION 10,GRADE 7,MALE,8963
2014-2015,PRIVATE,REGION 10,GRADE 8,FEMALE,8786
2014-2015,PRIVATE,REGION 10,GRADE 8,MALE,8768
2014-2015,PRIVATE,REGION 10,GRADE 9,FEMALE,8594
2014-2015,PRIVATE,REGION 10,GRADE 9,MALE,8281
2014-2015,PRIVATE,REGION 10,KINDERGARTEN,FEMALE,8145
2014-2015,PRIVATE,REGION 10,KINDERGARTEN,MALE,8392
2014-2015,PRIVATE,REGION 10,NON-GRADE (PRIMARY),FEMALE,5
2014-2015,PRIVATE,REGION 10,NON-GRADE (PRIMARY),MALE,19
2014-2015,PRIVATE,REGION 10,NON-GRADE (SECONDARY),FEMALE,0
2014-2015,PRIVATE,REGION 10,NON-GRADE (SECONDARY),MALE,0
2014-2015,PRIVATE,REGION 11,GRADE 1,FEMALE,4642
2014-2015,PRIVATE,REGION 11,GRADE 1,MALE,4995
2014-2015,PRIVATE,REGION 11,GRADE 10,FEMALE,6959
2014-2015,PRIVATE,REGION 11,GRADE 10,MALE,6795
2014-2015,PRIVATE,REGION 11,GRADE 2,FEMALE,4278
2014-2015,PRIVATE,REGION 11,GRADE 2,MALE,4842
2014-2015,PRIVATE,REGION 11,GRADE 3,FEMALE,4413
2014-2015,PRIVATE,REGION 11,GRADE 3,MALE,4786
2014-2015,PRIVATE,REGION 11,GRADE 4,FEMALE,3645
2014-2015,PRIVATE,REGION 11,GRADE 4,MALE,4104
2014-2015,PRIVATE,REGION 11,GRADE 5,FEMALE,3320
2014-2015,PRIVATE,REGION 11,GRADE 5,MALE,3708
2014-2015,PRIVATE,REGION 11,GRADE 6,FEMALE,3430
2014-2015,PRIVATE,REGION 11,GRADE 6,MALE,3710
2014-2015,PRIVATE,REGION 11,GRADE 7,FEMALE,6908
2014-2015,PRIVATE,REGION 11,GRADE 7,MALE,7188
2014-2015,PRIVATE,REGION 11,GRADE 8,FEMALE,7130
2014-2015,PRIVATE,REGION 11,GRADE 8,MALE,7084
2014-2015,PRIVATE,REGION 11,GRADE 9,FEMALE,6921
2014-2015,PRIVATE,REGION 11,GRADE 9,MALE,6860
2014-2015,PRIVATE,REGION 11,KINDERGARTEN,FEMALE,8397
2014-2015,PRIVATE,REGION 11,KINDERGARTEN,MALE,8718
2014-2015,PRIVATE,REGION 11,NON-GRADE (PRIMARY),FEMALE,15
2014-2015,PRIVATE,REGION 11,NON-GRADE (PRIMARY),MALE,41
