SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2012-2013,PRIVATE,REGION 5,GRADE 9,MALE ,"7,406"
2012-2013,PRIVATE,REGION 6,GRADE 9,MALE ,"9,725"
2012-2013,PRIVATE,REGION 7,GRADE 9,MALE ,"13,196"
2012-2013,PRIVATE,REGION 8,GRADE 9,MALE ,"4,475"
2012-2013,PRIVATE,REGION 9,GRADE 9,MALE ,"3,587"
2012-2013,PRIVATE,REGION 10,GRADE 9,MALE ,"8,564"
2012-2013,PRIVATE,REGION 11,GRADE 9,MALE ,"7,414"
2012-2013,PRIVATE,REGION 12,GRADE 9,MALE ,"6,924"
2012-2013,PRIVATE,CARAGA,GRADE 9,MALE ,"3,071"
2012-2013,PRIVATE,BARMM,GRADE 9,MALE ,"3,581"
2012-2013,PRIVATE,CAR,GRADE 9,MALE ,"4,109"
2012-2013,PRIVATE,NCR,GRADE 9,MALE ,"29,069"
2012-2013,PRIVATE,REGION 1,GRADE 10,MALE ,"8,225"
2012-2013,PRIVATE,REGION 2,GRADE 10,MALE ,"5,375"
2012-2013,PRIVATE,REGION 3,GRADE 10,MALE ,"21,465"
2012-2013,PRIVATE,REGION 4A,GRADE 10,MALE ,"31,796"
2012-2013,PRIVATE,REGION 4B,GRADE 10,MALE ,"3,567"
2012-2013,PRIVATE,REGION 5,GRADE 10,MALE ,"6,680"
2012-2013,PRIVATE,REGION 6,GRADE 10,MALE ,"9,281"
2012-2013,PRIVATE,REGION 7,GRADE 10,MALE ,"12,403"
2012-2013,PRIVATE,REGION 8,GRADE 10,MALE ,"4,125"
2012-2013,PRIVATE,REGION 9,GRADE 10,MALE ,"3,143"
2012-2013,PRIVATE,REGION 10,GRADE 10,MALE ,"8,063"
2012-2013,PRIVATE,REGION 11,GRADE 10,MALE ,"6,769"
2012-2013,PRIVATE,REGION 12,GRADE 10,MALE ,"6,123"
2012-2013,PRIVATE,CARAGA,GRADE 10,MALE ,"2,749"
2012-2013,PRIVATE,BARMM,GRADE 10,MALE ,"3,481"
2012-2013,PRIVATE,CAR,GRADE 10,MALE ,"3,641"
2012-2013,PRIVATE,NCR,GRADE 10,MALE ,"28,444"
2012-2013,SUCSLUCS,REGION 1,GRADE 7,MALE ,259
2012-2013,SUCSLUCS,REGION 2,GRADE 7,MALE ,267
2012-2013,SUCSLUCS,REGION 3,GRADE 7,MALE ,835
2012-2013,SUCSLUCS,REGION 4A,GRADE 7,MALE ,529
2012-2013,SUCSLUCS,REGION 4B,GRADE 7,MALE ,260
2012-2013,SUCSLUCS,REGION 5,GRADE 7,MALE ,459
2012-2013,SUCSLUCS,REGION 6,GRADE 7,MALE ,686
2012-2013,SUCSLUCS,REGION 7,GRADE 7,MALE ,137
2012-2013,SUCSLUCS,REGION 8,GRADE 7,MALE ,377
2012-2013,SUCSLUCS,REGION 9,GRADE 7,MALE ,229
2012-2013,SUCSLUCS,REGION 10,GRADE 7,MALE ,311
2012-2013,SUCSLUCS,REGION 11,GRADE 7,MALE ,124
2012-2013,SUCSLUCS,REGION 12,GRADE 7,MALE ,264
2012-2013,SUCSLUCS,CARAGA,GRADE 7,MALE ,325
2012-2013,SUCSLUCS,BARMM,GRADE 7,MALE ,"1,880"
2012-2013,SUCSLUCS,CAR,GRADE 7,MALE ,467
2012-2013,SUCSLUCS,NCR,GRADE 7,MALE ,254
2012-2013,SUCSLUCS,REGION 1,GRADE 8,MALE ,242
2012-2013,SUCSLUCS,REGION 2,GRADE 8,MALE ,215
2012-2013,SUCSLUCS,REGION 3,GRADE 8,MALE ,794
2012-2013,SUCSLUCS,REGION 4A,GRADE 8,MALE ,497
2012-2013,SUCSLUCS,REGION 4B,GRADE 8,MALE ,200
2012-2013,SUCSLUCS,REGION 5,GRADE 8,MALE ,430
2012-2013,SUCSLUCS,REGION 6,GRADE 8,MALE ,639
2012-2013,SUCSLUCS,REGION 7,GRADE 8,MALE ,125
2012-2013,SUCSLUCS,REGION 8,GRADE 8,MALE ,357
2012-2013,SUCSLUCS,REGION 9,GRADE 8,MALE ,313
2012-2013,SUCSLUCS,REGION 10,GRADE 8,MALE ,314
2012-2013,SUCSLUCS,REGION 11,GRADE 8,MALE ,115
2012-2013,SUCSLUCS,REGION 12,GRADE 8,MALE ,220
2012-2013,SUCSLUCS,CARAGA,GRADE 8,MALE ,296
2012-2013,SUCSLUCS,BARMM,GRADE 8,MALE ,"1,578"
2012-2013,SUCSLUCS,CAR,GRADE 8,MALE ,420
2012-2013,SUCSLUCS,NCR,GRADE 8,MALE ,224
2012-2013,SUCSLUCS,REGION 1,GRADE 9,MALE ,234
2012-2013,SUCSLUCS,REGION 2,GRADE 9,MALE ,148
2012-2013,SUCSLUCS,REGION 3,GRADE 9,MALE ,791
2012-2013,SUCSLUCS,REGION 4A,GRADE 9,MALE ,465
2012-2013,SUCSLUCS,REGION 4B,GRADE 9,MALE ,198
2012-2013,SUCSLUCS,REGION 5,GRADE 9,MALE ,373
2012-2013,SUCSLUCS,REGION 6,GRADE 9,MALE ,605
2012-2013,SUCSLUCS,REGION 7,GRADE 9,MALE ,117
2012-2013,SUCSLUCS,REGION 8,GRADE 9,MALE ,339
2012-2013,SUCSLUCS,REGION 9,GRADE 9,MALE ,280
2012-2013,SUCSLUCS,REGION 10,GRADE 9,MALE ,282
2012-2013,SUCSLUCS,REGION 11,GRADE 9,MALE ,118
2012-2013,SUCSLUCS,REGION 12,GRADE 9,MALE ,252
2012-2013,SUCSLUCS,CARAGA,GRADE 9,MALE ,258
2012-2013,SUCSLUCS,BARMM,GRADE 9,MALE ,"1,103"
2012-2013,SUCSLUCS,CAR,GRADE 9,MALE ,368
2012-2013,SUCSLUCS,NCR,GRADE 9,MALE ,214
2012-2013,SUCSLUCS,REGION 1,GRADE 10,MALE ,196
2012-2013,SUCSLUCS,REGION 2,GRADE 10,MALE ,142
2012-2013,SUCSLUCS,REGION 3,GRADE 10,MALE ,760
2012-2013,SUCSLUCS,REGION 4A,GRADE 10,MALE ,460
2012-2013,SUCSLUCS,REGION 4B,GRADE 10,MALE ,200
2012-2013,SUCSLUCS,REGION 5,GRADE 10,MALE ,371
2012-2013,SUCSLUCS,REGION 6,GRADE 10,MALE ,579
2012-2013,SUCSLUCS,REGION 7,GRADE 10,MALE ,98
2012-2013,SUCSLUCS,REGION 8,GRADE 10,MALE ,299
2012-2013,SUCSLUCS,REGION 9,GRADE 10,MALE ,190
2012-2013,SUCSLUCS,REGION 10,GRADE 10,MALE ,350
2012-2013,SUCSLUCS,REGION 11,GRADE 10,MALE ,122
2012-2013,SUCSLUCS,REGION 12,GRADE 10,MALE ,233
2012-2013,SUCSLUCS,CARAGA,GRADE 10,MALE ,247
2012-2013,SUCSLUCS,BARMM,GRADE 10,MALE ,"1,151"
2012-2013,SUCSLUCS,CAR,GRADE 10,MALE ,334
2012-2013,SUCSLUCS,NCR,GRADE 10,MALE ,170
2012-2013,PUBLIC,REGION 1,GRADE 7,FEMALE,"41,070"
2012-2013,PUBLIC,REGION 2,GRADE 7,FEMALE,"26,264"
2012-2013,PUBLIC,REGION 3,GRADE 7,FEMALE,"84,375"
2012-2013,PUBLIC,REGION 4A,GRADE 7,FEMALE,"102,556"
2012-2013,PUBLIC,REGION 4B,GRADE 7,FEMALE,"27,721"
2012-2013,PUBLIC,REGION 5,GRADE 7,FEMALE,"57,836"
2012-2013,PUBLIC,REGION 6,GRADE 7,FEMALE,"63,724"
2012-2013,PUBLIC,REGION 7,GRADE 7,FEMALE,"62,152"
2012-2013,PUBLIC,REGION 8,GRADE 7,FEMALE,"44,340"
2012-2013,PUBLIC,REGION 9,GRADE 7,FEMALE,"31,659"
2012-2013,PUBLIC,REGION 10,GRADE 7,FEMALE,"34,533"
2012-2013,PUBLIC,REGION 11,GRADE 7,FEMALE,"37,687"
2012-2013,PUBLIC,REGION 12,GRADE 7,FEMALE,"35,616"
2012-2013,PUBLIC,CARAGA,GRADE 7,FEMALE,"23,648"
2012-2013,PUBLIC,BARMM,GRADE 7,FEMALE,"27,767"
2012-2013,PUBLIC,CAR,GRADE 7,FEMALE,"12,261"
2012-2013,PUBLIC,NCR,GRADE 7,FEMALE,"94,407"
2012-2013,PUBLIC,REGION 1,GRADE 8,FEMALE,"37,506"
2012-2013,PUBLIC,REGION 2,GRADE 8,FEMALE,"24,458"
2012-2013,PUBLIC,REGION 3,GRADE 8,FEMALE,"76,373"
2012-2013,PUBLIC,REGION 4A,GRADE 8,FEMALE,"94,421"
2012-2013,PUBLIC,REGION 4B,GRADE 8,FEMALE,"25,395"
2012-2013,PUBLIC,REGION 5,GRADE 8,FEMALE,"53,379"
2012-2013,PUBLIC,REGION 6,GRADE 8,FEMALE,"59,720"
2012-2013,PUBLIC,REGION 7,GRADE 8,FEMALE,"55,199"
2012-2013,PUBLIC,REGION 8,GRADE 8,FEMALE,"39,804"
2012-2013,PUBLIC,REGION 9,GRADE 8,FEMALE,"28,735"
2012-2013,PUBLIC,REGION 10,GRADE 8,FEMALE,"31,070"
2012-2013,PUBLIC,REGION 11,GRADE 8,FEMALE,"34,424"
2012-2013,PUBLIC,REGION 12,GRADE 8,FEMALE,"31,466"
2012-2013,PUBLIC,CARAGA,GRADE 8,FEMALE,"21,339"
2012-2013,PUBLIC,BARMM,GRADE 8,FEMALE,"24,814"
2012-2013,PUBLIC,CAR,GRADE 8,FEMALE,"11,314"
2012-2013,PUBLIC,NCR,GRADE 8,FEMALE,"86,235"
2012-2013,PUBLIC,REGION 1,GRADE 9,FEMALE,"36,832"
2012-2013,PUBLIC,REGION 2,GRADE 9,FEMALE,"24,361"
2012-2013,PUBLIC,REGION 3,GRADE 9,FEMALE,"72,103"
2012-2013,PUBLIC,REGION 4A,GRADE 9,FEMALE,"89,893"
2012-2013,PUBLIC,REGION 4B,GRADE 9,FEMALE,"24,033"
2012-2013,PUBLIC,REGION 5,GRADE 9,FEMALE,"47,738"
2012-2013,PUBLIC,REGION 6,GRADE 9,FEMALE,"56,309"
2012-2013,PUBLIC,REGION 7,GRADE 9,FEMALE,"51,082"
2012-2013,PUBLIC,REGION 8,GRADE 9,FEMALE,"36,064"
2012-2013,PUBLIC,REGION 9,GRADE 9,FEMALE,"26,072"
2012-2013,PUBLIC,REGION 10,GRADE 9,FEMALE,"28,194"
2012-2013,PUBLIC,REGION 11,GRADE 9,FEMALE,"30,781"
2012-2013,PUBLIC,REGION 12,GRADE 9,FEMALE,"28,770"
2012-2013,PUBLIC,CARAGA,GRADE 9,FEMALE,"19,287"
2012-2013,PUBLIC,BARMM,GRADE 9,FEMALE,"21,931"
2012-2013,PUBLIC,CAR,GRADE 9,FEMALE,"10,793"
2012-2013,PUBLIC,NCR,GRADE 9,FEMALE,"84,846"
2012-2013,PUBLIC,REGION 1,GRADE 10,FEMALE,"34,349"
2012-2013,PUBLIC,REGION 2,GRADE 10,FEMALE,"23,016"
2012-2013,PUBLIC,REGION 3,GRADE 10,FEMALE,"65,651"
2012-2013,PUBLIC,REGION 4A,GRADE 10,FEMALE,"80,918"
2012-2013,PUBLIC,REGION 4B,GRADE 10,FEMALE,"20,946"
2012-2013,PUBLIC,REGION 5,GRADE 10,FEMALE,"42,678"
2012-2013,PUBLIC,REGION 6,GRADE 10,FEMALE,"52,018"
2012-2013,PUBLIC,REGION 7,GRADE 10,FEMALE,"46,014"
2012-2013,PUBLIC,REGION 8,GRADE 10,FEMALE,"31,572"
2012-2013,PUBLIC,REGION 9,GRADE 10,FEMALE,"23,051"
2012-2013,PUBLIC,REGION 10,GRADE 10,FEMALE,"24,831"
2012-2013,PUBLIC,REGION 11,GRADE 10,FEMALE,"27,189"
2012-2013,PUBLIC,REGION 12,GRADE 10,FEMALE,"26,275"
2012-2013,PUBLIC,CARAGA,GRADE 10,FEMALE,"17,353"
2012-2013,PUBLIC,BARMM,GRADE 10,FEMALE,"17,681"
2012-2013,PUBLIC,CAR,GRADE 10,FEMALE,"10,158"
2012-2013,PUBLIC,NCR,GRADE 10,FEMALE,"76,667"
2012-2013,PRIVATE,REGION 1,GRADE 7,FEMALE,"8,995"
2012-2013,PRIVATE,REGION 2,GRADE 7,FEMALE,"6,050"
2012-2013,PRIVATE,REGION 3,GRADE 7,FEMALE,"23,922"
2012-2013,PRIVATE,REGION 4A,GRADE 7,FEMALE,"33,793"
2012-2013,PRIVATE,REGION 4B,GRADE 7,FEMALE,"4,252"
2012-2013,PRIVATE,REGION 5,GRADE 7,FEMALE,"8,165"
2012-2013,PRIVATE,REGION 6,GRADE 7,FEMALE,"9,725"
2012-2013,PRIVATE,REGION 7,GRADE 7,FEMALE,"14,227"
2012-2013,PRIVATE,REGION 8,GRADE 7,FEMALE,"4,886"
2012-2013,PRIVATE,REGION 9,GRADE 7,FEMALE,"3,936"
2012-2013,PRIVATE,REGION 10,GRADE 7,FEMALE,"9,581"
2012-2013,PRIVATE,REGION 11,GRADE 7,FEMALE,"7,448"
2012-2013,PRIVATE,REGION 12,GRADE 7,FEMALE,"7,650"
2012-2013,PRIVATE,CARAGA,GRADE 7,FEMALE,"3,672"
2012-2013,PRIVATE,BARMM,GRADE 7,FEMALE,"5,351"
2012-2013,PRIVATE,CAR,GRADE 7,FEMALE,"4,886"
2012-2013,PRIVATE,NCR,GRADE 7,FEMALE,"27,954"
2012-2013,PRIVATE,REGION 1,GRADE 8,FEMALE,"8,805"
2012-2013,PRIVATE,REGION 2,GRADE 8,FEMALE,"5,688"
2012-2013,PRIVATE,REGION 3,GRADE 8,FEMALE,"23,004"
2012-2013,PRIVATE,REGION 4A,GRADE 8,FEMALE,"32,878"
2012-2013,PRIVATE,REGION 4B,GRADE 8,FEMALE,"3,886"
2012-2013,PRIVATE,REGION 5,GRADE 8,FEMALE,"7,523"
2012-2013,PRIVATE,REGION 6,GRADE 8,FEMALE,"9,614"
2012-2013,PRIVATE,REGION 7,GRADE 8,FEMALE,"13,605"
2012-2013,PRIVATE,REGION 8,GRADE 8,FEMALE,"4,794"
2012-2013,PRIVATE,REGION 9,GRADE 8,FEMALE,"3,780"
2012-2013,PRIVATE,REGION 10,GRADE 8,FEMALE,"8,985"
2012-2013,PRIVATE,REGION 11,GRADE 8,FEMALE,"7,161"
2012-2013,PRIVATE,REGION 12,GRADE 8,FEMALE,"7,094"
2012-2013,PRIVATE,CARAGA,GRADE 8,FEMALE,"3,175"
2012-2013,PRIVATE,BARMM,GRADE 8,FEMALE,"4,909"
2012-2013,PRIVATE,CAR,GRADE 8,FEMALE,"4,678"
2012-2013,PRIVATE,NCR,GRADE 8,FEMALE,"27,926"
2012-2013,PRIVATE,REGION 1,GRADE 9,FEMALE,"8,829"
2012-2013,PRIVATE,REGION 2,GRADE 9,FEMALE,"5,663"
2012-2013,PRIVATE,REGION 3,GRADE 9,FEMALE,"23,434"
2012-2013,PRIVATE,REGION 4A,GRADE 9,FEMALE,"33,111"
2012-2013,PRIVATE,REGION 4B,GRADE 9,FEMALE,"3,972"
2012-2013,PRIVATE,REGION 5,GRADE 9,FEMALE,"7,551"
2012-2013,PRIVATE,REGION 6,GRADE 9,FEMALE,"9,680"
2012-2013,PRIVATE,REGION 7,GRADE 9,FEMALE,"13,487"
2012-2013,PRIVATE,REGION 8,GRADE 9,FEMALE,"4,712"
2012-2013,PRIVATE,REGION 9,GRADE 9,FEMALE,"3,683"
2012-2013,PRIVATE,REGION 10,GRADE 9,FEMALE,"9,358"
2012-2013,PRIVATE,REGION 11,GRADE 9,FEMALE,"7,352"
2012-2013,PRIVATE,REGION 12,GRADE 9,FEMALE,"6,879"
2012-2013,PRIVATE,CARAGA,GRADE 9,FEMALE,"3,007"
2012-2013,PRIVATE,BARMM,GRADE 9,FEMALE,"4,883"
2012-2013,PRIVATE,CAR,GRADE 9,FEMALE,"4,314"
2012-2013,PRIVATE,NCR,GRADE 9,FEMALE,"28,497"
2012-2013,PRIVATE,REGION 1,GRADE 10,FEMALE,"8,457"
2012-2013,PRIVATE,REGION 2,GRADE 10,FEMALE,"5,504"
2012-2013,PRIVATE,REGION 3,GRADE 10,FEMALE,"22,468"
2012-2013,PRIVATE,REGION 4A,GRADE 10,FEMALE,"32,625"
2012-2013,PRIVATE,REGION 4B,GRADE 10,FEMALE,"3,885"
2012-2013,PRIVATE,REGION 5,GRADE 10,FEMALE,"7,156"
2012-2013,PRIVATE,REGION 6,GRADE 10,FEMALE,"9,365"
2012-2013,PRIVATE,REGION 7,GRADE 10,FEMALE,"13,177"
2012-2013,PRIVATE,REGION 8,GRADE 10,FEMALE,"4,378"
2012-2013,PRIVATE,REGION 9,GRADE 10,FEMALE,"3,330"
2012-2013,PRIVATE,REGION 10,GRADE 10,FEMALE,"8,630"
2012-2013,PRIVATE,REGION 11,GRADE 10,FEMALE,"7,346"
2012-2013,PRIVATE,REGION 12,GRADE 10,FEMALE,"6,602"
2012-2013,PRIVATE,CARAGA,GRADE 10,FEMALE,"2,917"
2012-2013,PRIVATE,BARMM,GRADE 10,FEMALE,"4,515"
2012-2013,PRIVATE,CAR,GRADE 10,FEMALE,"4,232"
2012-2013,PRIVATE,NCR,GRADE 10,FEMALE,"28,211"
2012-2013,SUCSLUCS,REGION 1,GRADE 7,FEMALE,330
2012-2013,SUCSLUCS,REGION 2,GRADE 7,FEMALE,339
2012-2013,SUCSLUCS,REGION 3,GRADE 7,FEMALE,935
2012-2013,SUCSLUCS,REGION 4A,GRADE 7,FEMALE,669
2012-2013,SUCSLUCS,REGION 4B,GRADE 7,FEMALE,380
2012-2013,SUCSLUCS,REGION 5,GRADE 7,FEMALE,527
2012-2013,SUCSLUCS,REGION 6,GRADE 7,FEMALE,757
2012-2013,SUCSLUCS,REGION 7,GRADE 7,FEMALE,186
2012-2013,SUCSLUCS,REGION 8,GRADE 7,FEMALE,456
2012-2013,SUCSLUCS,REGION 9,GRADE 7,FEMALE,261
2012-2013,SUCSLUCS,REGION 10,GRADE 7,FEMALE,507
2012-2013,SUCSLUCS,REGION 11,GRADE 7,FEMALE,132
2012-2013,SUCSLUCS,REGION 12,GRADE 7,FEMALE,226
2012-2013,SUCSLUCS,CARAGA,GRADE 7,FEMALE,354
2012-2013,SUCSLUCS,BARMM,GRADE 7,FEMALE,"2,023"
2012-2013,SUCSLUCS,CAR,GRADE 7,FEMALE,561
2012-2013,SUCSLUCS,NCR,GRADE 7,FEMALE,279
2012-2013,SUCSLUCS,REGION 1,GRADE 8,FEMALE,325
2012-2013,SUCSLUCS,REGION 2,GRADE 8,FEMALE,302
2012-2013,SUCSLUCS,REGION 3,GRADE 8,FEMALE,"1,047"
2012-2013,SUCSLUCS,REGION 4A,GRADE 8,FEMALE,621
2012-2013,SUCSLUCS,REGION 4B,GRADE 8,FEMALE,304
2012-2013,SUCSLUCS,REGION 5,GRADE 8,FEMALE,542
2012-2013,SUCSLUCS,REGION 6,GRADE 8,FEMALE,751
2012-2013,SUCSLUCS,REGION 7,GRADE 8,FEMALE,169
2012-2013,SUCSLUCS,REGION 8,GRADE 8,FEMALE,451
2012-2013,SUCSLUCS,REGION 9,GRADE 8,FEMALE,343
2012-2013,SUCSLUCS,REGION 10,GRADE 8,FEMALE,441
2012-2013,SUCSLUCS,REGION 11,GRADE 8,FEMALE,129
2012-2013,SUCSLUCS,REGION 12,GRADE 8,FEMALE,248
2012-2013,SUCSLUCS,CARAGA,GRADE 8,FEMALE,327
2012-2013,SUCSLUCS,BARMM,GRADE 8,FEMALE,"1,939"
2012-2013,SUCSLUCS,CAR,GRADE 8,FEMALE,536
2012-2013,SUCSLUCS,NCR,GRADE 8,FEMALE,273
2012-2013,SUCSLUCS,REGION 1,GRADE 9,FEMALE,290
2012-2013,SUCSLUCS,REGION 2,GRADE 9,FEMALE,227
2012-2013,SUCSLUCS,REGION 3,GRADE 9,FEMALE,991
2012-2013,SUCSLUCS,REGION 4A,GRADE 9,FEMALE,601
2012-2013,SUCSLUCS,REGION 4B,GRADE 9,FEMALE,280
2012-2013,SUCSLUCS,REGION 5,GRADE 9,FEMALE,486
2012-2013,SUCSLUCS,REGION 6,GRADE 9,FEMALE,751
2012-2013,SUCSLUCS,REGION 7,GRADE 9,FEMALE,165
2012-2013,SUCSLUCS,REGION 8,GRADE 9,FEMALE,468
2012-2013,SUCSLUCS,REGION 9,GRADE 9,FEMALE,341
2012-2013,SUCSLUCS,REGION 10,GRADE 9,FEMALE,460
2012-2013,SUCSLUCS,REGION 11,GRADE 9,FEMALE,121
2012-2013,SUCSLUCS,REGION 12,GRADE 9,FEMALE,295
2012-2013,SUCSLUCS,CARAGA,GRADE 9,FEMALE,357
2012-2013,SUCSLUCS,BARMM,GRADE 9,FEMALE,"1,534"
2012-2013,SUCSLUCS,CAR,GRADE 9,FEMALE,553
2012-2013,SUCSLUCS,NCR,GRADE 9,FEMALE,242
2012-2013,SUCSLUCS,REGION 1,GRADE 10,FEMALE,325
2012-2013,SUCSLUCS,REGION 2,GRADE 10,FEMALE,250
2012-2013,SUCSLUCS,REGION 3,GRADE 10,FEMALE,976
2012-2013,SUCSLUCS,REGION 4A,GRADE 10,FEMALE,622
2012-2013,SUCSLUCS,REGION 4B,GRADE 10,FEMALE,307
2012-2013,SUCSLUCS,REGION 5,GRADE 10,FEMALE,507
2012-2013,SUCSLUCS,REGION 6,GRADE 10,FEMALE,734
2012-2013,SUCSLUCS,REGION 7,GRADE 10,FEMALE,158
2012-2013,SUCSLUCS,REGION 8,GRADE 10,FEMALE,440
2012-2013,SUCSLUCS,REGION 9,GRADE 10,FEMALE,297
2012-2013,SUCSLUCS,REGION 10,GRADE 10,FEMALE,492
2012-2013,SUCSLUCS,REGION 11,GRADE 10,FEMALE,137
2012-2013,SUCSLUCS,REGION 12,GRADE 10,FEMALE,296
2012-2013,SUCSLUCS,CARAGA,GRADE 10,FEMALE,268
2012-2013,SUCSLUCS,BARMM,GRADE 10,FEMALE,"1,606"
2012-2013,SUCSLUCS,CAR,GRADE 10,FEMALE,522
2012-2013,SUCSLUCS,NCR,GRADE 10,FEMALE,241
2013-2014,PUBLIC,REGION 1,GRADE 7,MALE ,"45,345"
2013-2014,PUBLIC,REGION 2,GRADE 7,MALE ,"27,798"
2013-2014,PUBLIC,REGION 3,GRADE 7,MALE ,"93,955"
2013-2014,PUBLIC,REGION 4A,GRADE 7,MALE ,"108,432"
2013-2014,PUBLIC,REGION 4B,GRADE 7,MALE ,"29,097"
2013-2014,PUBLIC,REGION 5,GRADE 7,MALE ,"62,590"
2013-2014,PUBLIC,REGION 6,GRADE 7,MALE ,"69,384"
2013-2014,PUBLIC,REGION 7,GRADE 7,MALE ,"67,467"
2013-2014,PUBLIC,REGION 8,GRADE 7,MALE ,"48,210"
2013-2014,PUBLIC,REGION 9,GRADE 7,MALE ,"30,974"
2013-2014,PUBLIC,REGION 10,GRADE 7,MALE ,"35,237"
2013-2014,PUBLIC,REGION 11,GRADE 7,MALE ,"38,546"
2013-2014,PUBLIC,REGION 12,GRADE 7,MALE ,"34,911"
2013-2014,PUBLIC,CARAGA,GRADE 7,MALE ,"24,873"
2013-2014,PUBLIC,BARMM,GRADE 7,MALE ,"20,306"
2013-2014,PUBLIC,CAR,GRADE 7,MALE ,"13,254"
2013-2014,PUBLIC,NCR,GRADE 7,MALE ,"100,334"
2013-2014,PUBLIC,REGION 1,GRADE 8,MALE ,"41,482"
2013-2014,PUBLIC,REGION 2,GRADE 8,MALE ,"25,152"
2013-2014,PUBLIC,REGION 3,GRADE 8,MALE ,"84,399"
2013-2014,PUBLIC,REGION 4A,GRADE 8,MALE ,"98,045"
2013-2014,PUBLIC,REGION 4B,GRADE 8,MALE ,"26,263"
2013-2014,PUBLIC,REGION 5,GRADE 8,MALE ,"54,500"
2013-2014,PUBLIC,REGION 6,GRADE 8,MALE ,"65,021"
2013-2014,PUBLIC,REGION 7,GRADE 8,MALE ,"58,611"
2013-2014,PUBLIC,REGION 8,GRADE 8,MALE ,"41,632"
2013-2014,PUBLIC,REGION 9,GRADE 8,MALE ,"26,065"
2013-2014,PUBLIC,REGION 10,GRADE 8,MALE ,"30,059"
2013-2014,PUBLIC,REGION 11,GRADE 8,MALE ,"32,785"
2013-2014,PUBLIC,REGION 12,GRADE 8,MALE ,"30,289"
2013-2014,PUBLIC,CARAGA,GRADE 8,MALE ,"21,050"
2013-2014,PUBLIC,BARMM,GRADE 8,MALE ,"18,071"
2013-2014,PUBLIC,CAR,GRADE 8,MALE ,"11,744"
2013-2014,PUBLIC,NCR,GRADE 8,MALE ,"91,353"
2013-2014,PUBLIC,REGION 1,GRADE 9,MALE ,"37,540"
2013-2014,PUBLIC,REGION 2,GRADE 9,MALE ,"23,101"
2013-2014,PUBLIC,REGION 3,GRADE 9,MALE ,"74,420"
2013-2014,PUBLIC,REGION 4A,GRADE 9,MALE ,"87,534"
2013-2014,PUBLIC,REGION 4B,GRADE 9,MALE ,"23,133"
2013-2014,PUBLIC,REGION 5,GRADE 9,MALE ,"46,948"
2013-2014,PUBLIC,REGION 6,GRADE 9,MALE ,"57,551"
2013-2014,PUBLIC,REGION 7,GRADE 9,MALE ,"50,047"
2013-2014,PUBLIC,REGION 8,GRADE 9,MALE ,"35,105"
2013-2014,PUBLIC,REGION 9,GRADE 9,MALE ,"23,441"
2013-2014,PUBLIC,REGION 10,GRADE 9,MALE ,"26,692"
2013-2014,PUBLIC,REGION 11,GRADE 9,MALE ,"28,428"
2013-2014,PUBLIC,REGION 12,GRADE 9,MALE ,"26,846"
2013-2014,PUBLIC,CARAGA,GRADE 9,MALE ,"18,701"
2013-2014,PUBLIC,BARMM,GRADE 9,MALE ,"16,214"
2013-2014,PUBLIC,CAR,GRADE 9,MALE ,"10,400"
2013-2014,PUBLIC,NCR,GRADE 9,MALE ,"81,106"
2013-2014,PUBLIC,REGION 1,GRADE 10,MALE ,"33,917"
2013-2014,PUBLIC,REGION 2,GRADE 10,MALE ,"20,902"
2013-2014,PUBLIC,REGION 3,GRADE 10,MALE ,"64,048"
2013-2014,PUBLIC,REGION 4A,GRADE 10,MALE ,"76,604"
2013-2014,PUBLIC,REGION 4B,GRADE 10,MALE ,"19,943"
2013-2014,PUBLIC,REGION 5,GRADE 10,MALE ,"39,032"
2013-2014,PUBLIC,REGION 6,GRADE 10,MALE ,"48,763"
2013-2014,PUBLIC,REGION 7,GRADE 10,MALE ,"42,656"
2013-2014,PUBLIC,REGION 8,GRADE 10,MALE ,"29,851"
2013-2014,PUBLIC,REGION 9,GRADE 10,MALE ,"19,527"
2013-2014,PUBLIC,REGION 10,GRADE 10,MALE ,"22,950"
2013-2014,PUBLIC,REGION 11,GRADE 10,MALE ,"23,369"
2013-2014,PUBLIC,REGION 12,GRADE 10,MALE ,"22,516"
2013-2014,PUBLIC,CARAGA,GRADE 10,MALE ,"15,913"
2013-2014,PUBLIC,BARMM,GRADE 10,MALE ,"13,664"
2013-2014,PUBLIC,CAR,GRADE 10,MALE ,"8,974"
2013-2014,PUBLIC,NCR,GRADE 10,MALE ,"71,290"
2013-2014,PRIVATE,REGION 1,GRADE 7,MALE ,"9,005"
2013-2014,PRIVATE,REGION 2,GRADE 7,MALE ,"6,096"
2013-2014,PRIVATE,REGION 3,GRADE 7,MALE ,"23,453"
2013-2014,PRIVATE,REGION 4A,GRADE 7,MALE ,"31,596"
2013-2014,PRIVATE,REGION 4B,GRADE 7,MALE ,"3,936"
2013-2014,PRIVATE,REGION 5,GRADE 7,MALE ,"8,605"
2013-2014,PRIVATE,REGION 6,GRADE 7,MALE ,"9,933"
2013-2014,PRIVATE,REGION 7,GRADE 7,MALE ,"13,433"
2013-2014,PRIVATE,REGION 8,GRADE 7,MALE ,"4,740"
2013-2014,PRIVATE,REGION 9,GRADE 7,MALE ,"3,528"
